"TargetType","Mission","Activity","Latitude","Longitude","Altitude","Time","MEM","Iter","Evidences","groundTruth"
"0.4455992462492677","0.45975732444598594","0.6241500083683329","0.03825184845280858","0.047385916235821265","0.0022218725625361663","19546","43","11.0","defineEvidence( LatitudeReport_g1_s1_t1 , 23.74823797660283); 
defineEvidence( LongitudeReport_g1_s1_t1 , 68.49184196754459); 
defineEvidence( AltitudeReport_g1_s1_t1 , 924.9933472658334); 
defineEvidence( DistanceToCIReport_g1_s1_t1 , 1287.8376762659639); 
defineEvidence( DirectionToCIReport_g1_s1_t1 , 23.112825863284026); 
defineEvidence( ImageReport_g1_s1_t1 , HumanWithWeapon); 
defineEvidence( TemperatureReport_g1_s1_t1 , 96.93402211601698); 
defineEvidence( SizeReport_g1_s1_t1 , 1.9050964301362765); 
defineEvidence( RegionTypeReport_g1_s1_t1 , offroad); 
defineEvidence( DistanceToSensor_g1_s1_t1 , Mid); 
","TargetType_g1: ThreateningGroundTarget
Mission_g1_t4: Attack
Activity_g1_t4: HeadingToCI
Latitude_g1_t4: 23.738136384221587
Longitude_g1_t4: 68.48400407104444
Altitude_g1_t4: 924.9963080188776
"
"0.4704960672221282","0.486300146156461","0.6597950830490628","0.040111620030575244","0.04781181801781564","0.0032287159005025524","19872","41","11.0","defineEvidence( LatitudeReport_g1_s1_t1 , 23.742285304337383); 
defineEvidence( LongitudeReport_g1_s1_t1 , 68.4879821223133); 
defineEvidence( AltitudeReport_g1_s1_t1 , 924.9959399472676); 
defineEvidence( DistanceToCIReport_g1_s1_t1 , 1285.2568368783254); 
defineEvidence( DirectionToCIReport_g1_s1_t1 , 23.13905326652969); 
defineEvidence( ImageReport_g1_s1_t1 , HumanWithWeapon); 
defineEvidence( TemperatureReport_g1_s1_t1 , 96.93226013114594); 
defineEvidence( SizeReport_g1_s1_t1 , 1.9033621825495202); 
defineEvidence( RegionTypeReport_g1_s1_t1 , offroad); 
defineEvidence( DistanceToSensor_g1_s1_t1 , Mid); 
","TargetType_g1: ThreateningGroundTarget
Mission_g1_t4: Attack
Activity_g1_t4: HeadingToCI
Latitude_g1_t4: 23.73056467667825
Longitude_g1_t4: 68.47886669332053
Altitude_g1_t4: 925.0012638144216
"
"0.41679719746756416","0.42916956669640105","0.5832122751467466","0.035697888569679787","0.04704476473776756","0.001770745178025353","19827","43","11.0","defineEvidence( LatitudeReport_g1_s1_t1 , 23.73718658979423); 
defineEvidence( LongitudeReport_g1_s1_t1 , 68.48373366247381); 
defineEvidence( AltitudeReport_g1_s1_t1 , 925.0019574508242); 
defineEvidence( DistanceToCIReport_g1_s1_t1 , 1281.8821020536259); 
defineEvidence( DirectionToCIReport_g1_s1_t1 , 23.1840631408361); 
defineEvidence( ImageReport_g1_s1_t1 , HumanWithWeapon); 
defineEvidence( TemperatureReport_g1_s1_t1 , 96.93503173126996); 
defineEvidence( SizeReport_g1_s1_t1 , 1.907201682375618); 
defineEvidence( RegionTypeReport_g1_s1_t1 , offroad); 
defineEvidence( DistanceToSensor_g1_s1_t1 , Mid); 
","TargetType_g1: ThreateningGroundTarget
Mission_g1_t4: Attack
Activity_g1_t4: HeadingToCI
Latitude_g1_t4: 23.729757822608363
Longitude_g1_t4: 68.47831924558811
Altitude_g1_t4: 925.0008600913336
"
"0.4521563406087781","0.4667245126854781","0.633642793442905","0.04056815207263761","0.04707307900719648","0.006215767146204107","20078","41","11.0","defineEvidence( LatitudeReport_g1_s1_t1 , 23.735627922003218); 
defineEvidence( LongitudeReport_g1_s1_t1 , 68.48315495423462); 
defineEvidence( AltitudeReport_g1_s1_t1 , 924.9947107748643); 
defineEvidence( DistanceToCIReport_g1_s1_t1 , 1281.8584166157991); 
defineEvidence( DirectionToCIReport_g1_s1_t1 , 23.25416555678535); 
defineEvidence( ImageReport_g1_s1_t1 , HumanWithWeapon); 
defineEvidence( TemperatureReport_g1_s1_t1 , 96.9373643547643); 
defineEvidence( SizeReport_g1_s1_t1 , 1.9046488289630346); 
defineEvidence( RegionTypeReport_g1_s1_t1 , offroad); 
defineEvidence( DistanceToSensor_g1_s1_t1 , Mid); 
","TargetType_g1: ThreateningGroundTarget
Mission_g1_t4: Attack
Activity_g1_t4: HeadingToCI
Latitude_g1_t4: 23.72194434427051
Longitude_g1_t4: 68.47301782720534
Altitude_g1_t4: 925.0043907626704
"
"0.011642921260090366","0.011681369748468506","0.029191540294166297","0.009738138043268387","0.0176796487430788","0.0017585177277976364","13731","42","7.0","defineEvidence( LatitudeReport_g1_s1_t1 , 23.780449709245726); 
defineEvidence( LongitudeReport_g1_s1_t1 , 68.48624187245096); 
defineEvidence( AltitudeReport_g1_s1_t1 , 924.9982287925798); 
defineEvidence( DistanceToCIReport_g1_s1_t1 , 1299.7840404099884); 
defineEvidence( DirectionToCIReport_g1_s1_t1 , 24.941428913327368); 
defineEvidence( ImageReport_g1_s1_t1 , HumanWithWeapon); 
defineEvidence( TemperatureReport_g1_s1_t1 , 96.81597018662849); 
defineEvidence( SizeReport_g1_s1_t1 , 2.0260958354511382); 
defineEvidence( RegionTypeReport_g1_s1_t1 , offroad); 
defineEvidence( DistanceToSensor_g1_s1_t1 , Mid); 
","TargetType_g1: ThreateningGroundTarget
Mission_g1_t4: Attack
Activity_g1_t4: HeadingToCI
Latitude_g1_t4: 23.77148182288427
Longitude_g1_t4: 68.48038320987293
Altitude_g1_t4: 924.997428501084
"
"0.011944006240204584","0.011983566927416261","0.0296404162971172","0.010171306438451778","0.01786693469906996","0.0018206345319295575","13353","42","7.0","defineEvidence( LatitudeReport_g1_s1_t1 , 23.781293792447293); 
defineEvidence( LongitudeReport_g1_s1_t1 , 68.48476681217694); 
defineEvidence( AltitudeReport_g1_s1_t1 , 924.9985253173069); 
defineEvidence( DistanceToCIReport_g1_s1_t1 , 1299.7309701612353); 
defineEvidence( DirectionToCIReport_g1_s1_t1 , 25.060923889606546); 
defineEvidence( ImageReport_g1_s1_t1 , HumanWithWeapon); 
defineEvidence( TemperatureReport_g1_s1_t1 , 96.8109574921738); 
defineEvidence( SizeReport_g1_s1_t1 , 2.0246522958180746); 
defineEvidence( RegionTypeReport_g1_s1_t1 , offroad); 
defineEvidence( DistanceToSensor_g1_s1_t1 , Mid); 
","TargetType_g1: ThreateningGroundTarget
Mission_g1_t4: Attack
Activity_g1_t4: HeadingToCI
Latitude_g1_t4: 23.770530562691828
Longitude_g1_t4: 68.47981748616002
Altitude_g1_t4: 924.9972087339803
"
"0.43479037661131426","0.4482428665352374","0.6089484084539711","0.03616306304652471","0.04776319665881345","0.004571371833782245","19584","39","11.0","defineEvidence( LatitudeReport_g1_s1_t1 , 23.728343787776236); 
defineEvidence( LongitudeReport_g1_s1_t1 , 68.47724561684124); 
defineEvidence( AltitudeReport_g1_s1_t1 , 925.0052711421638); 
defineEvidence( DistanceToCIReport_g1_s1_t1 , 1277.0334049328956); 
defineEvidence( DirectionToCIReport_g1_s1_t1 , 23.339787666638646); 
defineEvidence( ImageReport_g1_s1_t1 , HumanWithWeapon); 
defineEvidence( TemperatureReport_g1_s1_t1 , 96.94381099890279); 
defineEvidence( SizeReport_g1_s1_t1 , 1.905899005457728); 
defineEvidence( RegionTypeReport_g1_s1_t1 , offroad); 
defineEvidence( DistanceToSensor_g1_s1_t1 , Mid); 
","TargetType_g1: ThreateningGroundTarget
Mission_g1_t4: Attack
Activity_g1_t4: HeadingToCI
Latitude_g1_t4: 23.721287006705634
Longitude_g1_t4: 68.47257182591123
Altitude_g1_t4: 925.0127257829068
"
"0.011692698090517126","0.011731303862911588","0.029314594819448796","0.00908610536571219","0.017573119169391534","0.0022494546635945683","13757","39","7.0","defineEvidence( LatitudeReport_g1_s1_t1 , 23.772088548146638); 
defineEvidence( LongitudeReport_g1_s1_t1 , 68.48649900227008); 
defineEvidence( AltitudeReport_g1_s1_t1 , 924.9978580621581); 
defineEvidence( DistanceToCIReport_g1_s1_t1 , 1294.8607087111245); 
defineEvidence( DirectionToCIReport_g1_s1_t1 , 25.06721571800322); 
defineEvidence( ImageReport_g1_s1_t1 , HumanWithWeapon); 
defineEvidence( TemperatureReport_g1_s1_t1 , 96.81241632697733); 
defineEvidence( SizeReport_g1_s1_t1 , 2.0259189719629336); 
defineEvidence( RegionTypeReport_g1_s1_t1 , offroad); 
defineEvidence( DistanceToSensor_g1_s1_t1 , Mid); 
","TargetType_g1: ThreateningGroundTarget
Mission_g1_t4: Attack
Activity_g1_t4: HeadingToCI
Latitude_g1_t4: 23.767946842492105
Longitude_g1_t4: 68.47828092256141
Altitude_g1_t4: 925.0011206015798
"
"0.011045133323385026","0.011081353146422477","0.028459482179062846","0.008890166205732698","0.017616386272916656","0.003382808921935349","13634","40","7.0","defineEvidence( LatitudeReport_g1_s1_t1 , 23.771036244148856); 
defineEvidence( LongitudeReport_g1_s1_t1 , 68.48177492480747); 
defineEvidence( AltitudeReport_g1_s1_t1 , 924.9983450039773); 
defineEvidence( DistanceToCIReport_g1_s1_t1 , 1294.3891892341255); 
defineEvidence( DirectionToCIReport_g1_s1_t1 , 25.165723929520993); 
defineEvidence( ImageReport_g1_s1_t1 , HumanWithWeapon); 
defineEvidence( TemperatureReport_g1_s1_t1 , 96.81526556753175); 
defineEvidence( SizeReport_g1_s1_t1 , 2.029441060031261); 
defineEvidence( RegionTypeReport_g1_s1_t1 , offroad); 
defineEvidence( DistanceToSensor_g1_s1_t1 , Mid); 
","TargetType_g1: ThreateningGroundTarget
Mission_g1_t4: Attack
Activity_g1_t4: HeadingToCI
Latitude_g1_t4: 23.76767012454498
Longitude_g1_t4: 68.47811635569977
Altitude_g1_t4: 925.0041221090529
"
"0.01152240918793513","0.011560363489283628","0.029118686997718714","0.009154930289136764","0.017999094178390983","0.007479426536573523","13633","41","7.0","defineEvidence( LatitudeReport_g1_s1_t1 , 23.771688958308722); 
defineEvidence( LongitudeReport_g1_s1_t1 , 68.47908268172122); 
defineEvidence( AltitudeReport_g1_s1_t1 , 924.9953053334177); 
defineEvidence( DistanceToCIReport_g1_s1_t1 , 1293.8598473615023); 
defineEvidence( DirectionToCIReport_g1_s1_t1 , 25.17772872888787); 
defineEvidence( ImageReport_g1_s1_t1 , HumanWithWeapon); 
defineEvidence( TemperatureReport_g1_s1_t1 , 96.82133229314263); 
defineEvidence( SizeReport_g1_s1_t1 , 2.026844664868431); 
defineEvidence( RegionTypeReport_g1_s1_t1 , offroad); 
defineEvidence( DistanceToSensor_g1_s1_t1 , Mid); 
","TargetType_g1: ThreateningGroundTarget
Mission_g1_t4: Attack
Activity_g1_t4: HeadingToCI
Latitude_g1_t4: 23.76643150776241
Longitude_g1_t4: 68.47737973822048
Altitude_g1_t4: 925.0066247902532
"
