heateractuator_item_energy,slabinput_item_temperature,slabinput_item_grade,slabinput_item_volume,
118256.45941032615,17.435405917816027,G1,small
118859.23429451065,11.407656721134089,G2,large
118256.25941032615,17.135405917816027,G1,small
118859.23429451065,11.207656721134089,G2,large
118460.2244688102,15.694755308639896,G1,small
118317.27180783986,16.120282220750023,G1,large
118313.59579440192,16.163041822018737,G1,large
118135.46695848434,18.346329805131433,G2,small
118206.47842493427,17.13321585835428,G2,small
118636.2648115293,13.834351845896946,G2,large
118460.5244688102,15.394755308639896,G1,small
118317.97180783986,16.820282220750023,G1,large
118313.69579440192,16.863041822018737,G1,large
118135.36695848434,18.646329805131433,G2,small
118206.67842493427,17.93321585835428,G2,small
118636.5648115293,13.634351845896946,G2,large
119071.31340800396,9.286865619619798,G2,large
119071.31340800396,18.156530947317002,G1,small
