X_Minimum,X_Maximum,Y_Minimum,Y_Maximum,Pixels_Areas,X_Perimeter,Y_Perimeter,Sum_of_Luminosity,Minimum_of_Luminosity,Maximum_of_Luminosity,Length_of_Conveyer,TypeOfSteel,Steel_Plate_Thickness,Edges_Index,Empty_Index,Square_Index,Outside_X_Index,Edges_X_Index,Edges_Y_Index,Outside_Global_Index,LogOfAreas,Log_X_Index,Log_Y_Index,Orientation_Index,Luminosity_Index,SigmoidOfAreas,Types_of_Steel_Plates_Faults,Cost,Time,
645,651,2538079,2538108,108,10,30,11397,84,123,1687,A300,80,0.764700000000000000000000000000,0.379300000000000000000000000000,0.206900000000000000000000000000,0.003600000000000000000000000000,0.600000000000000000000000000000,0.966700000000000000000000000000,1.00,2.033400000000000000000000000000,0.778200000000000000000000000000,1.462400000000000000000000000000,0.793100000000000000000000000000,-0.175600000000000000000000000000,0.298400000000000000000000000000,Pastry,5078663.90,257249.900000000000000000000000000000
853,860,369370,369415,176,13,45,18996,99,126,1353,A400,290,0.728700000000000000000000000000,0.441300000000000000000000000000,0.155600000000000000000000000000,0.005200000000000000000000000000,0.538500000000000000000000000000,1.000000000000000000000000000000,1.00,2.245500000000000000000000000000,0.845100000000000000000000000000,1.653200000000000000000000000000,0.844400000000000000000000000000,-0.156800000000000000000000000000,0.521200000000000000000000000000,Pastry,741445.10,39733.500000000000000000000000000000
430,441,100250,100337,630,20,87,62357,64,127,1387,A400,40,0.620000000000000000000000000000,0.341700000000000000000000000000,0.126400000000000000000000000000,0.007900000000000000000000000000,0.550000000000000000000000000000,1.000000000000000000000000000000,1.00,2.799300000000000000000000000000,1.041400000000000000000000000000,1.939500000000000000000000000000,0.873600000000000000000000000000,-0.226700000000000000000000000000,0.987400000000000000000000000000,Pastry,202428.90,12851.800000000000000000000000000000
190,200,210936,210956,132,11,20,20007,124,172,1687,A400,150,0.225300000000000000000000000000,0.340000000000000000000000000000,0.500000000000000000000000000000,0.005900000000000000000000000000,0.909100000000000000000000000000,1.000000000000000000000000000000,1.00,2.120600000000000000000000000000,1.000000000000000000000000000000,1.301000000000000000000000000000,0.500000000000000000000000000000,0.184100000000000000000000000000,0.335900000000000000000000000000,Pastry,423462.90,24489.600000000000000000000000000000
74,90,779144,779308,1506,46,167,180215,53,143,1687,A400,150,0.087700000000000000000000000000,0.426100000000000000000000000000,0.097600000000000000000000000000,0.009500000000000000000000000000,0.347800000000000000000000000000,0.982000000000000000000000000000,1.00,3.177800000000000000000000000000,1.204100000000000000000000000000,2.214800000000000000000000000000,0.902400000000000000000000000000,-0.065100000000000000000000000000,1.000000000000000000000000000000,Pastry,1559796.90,81313.800000000000000000000000000000
505,515,106604,106668,284,42,69,31062,97,119,1687,A400,150,0.598700000000000000000000000000,0.556200000000000000000000000000,0.156300000000000000000000000000,0.005900000000000000000000000000,0.238100000000000000000000000000,0.927500000000000000000000000000,1.00,2.453300000000000000000000000000,1.000000000000000000000000000000,1.806200000000000000000000000000,0.843800000000000000000000000000,-0.145500000000000000000000000000,0.904800000000000000000000000000,Pastry,215472.90,14092.300000000000000000000000000000
581,590,230644,230704,433,22,60,38917,62,111,1687,A400,150,0.688800000000000000000000000000,0.198100000000000000000000000000,0.150000000000000000000000000000,0.005300000000000000000000000000,0.409100000000000000000000000000,1.000000000000000000000000000000,1.00,2.636500000000000000000000000000,0.954200000000000000000000000000,1.778100000000000000000000000000,0.850000000000000000000000000000,-0.297800000000000000000000000000,0.829900000000000000000000000000,Pastry,463699.90,26503.400000000000000000000000000000
669,684,491552,491684,1097,59,133,119540,50,134,1687,A400,150,0.793100000000000000000000000000,0.446000000000000000000000000000,0.113600000000000000000000000000,0.008900000000000000000000000000,0.254200000000000000000000000000,0.992500000000000000000000000000,1.00,3.040200000000000000000000000000,1.176100000000000000000000000000,2.120600000000000000000000000000,0.886400000000000000000000000000,-0.148700000000000000000000000000,1.000000000000000000000000000000,Pastry,985769.90,52610.800000000000000000000000000000
90,104,751059,751132,552,38,76,59750,79,134,1687,A400,150,0.106700000000000000000000000000,0.459900000000000000000000000000,0.191800000000000000000000000000,0.008300000000000000000000000000,0.368400000000000000000000000000,0.960500000000000000000000000000,1.00,2.741900000000000000000000000000,1.146100000000000000000000000000,1.863300000000000000000000000000,0.808200000000000000000000000000,-0.154300000000000000000000000000,0.991800000000000000000000000000,Pastry,1503565.90,78497.599999999900000000000000000000
1601,1613,21349,21376,209,15,27,24807,96,141,1687,A400,200,0.087700000000000000000000000000,0.354900000000000000000000000000,0.444400000000000000000000000000,0.007100000000000000000000000000,0.800000000000000000000000000000,1.000000000000000000000000000000,1.00,2.320100000000000000000000000000,1.079200000000000000000000000000,1.431400000000000000000000000000,0.555600000000000000000000000000,-0.072700000000000000000000000000,0.536200000000000000000000000000,Pastry,47119.90,5672.900000000000000000000000000000
